customer_id,gender,age,education_level,business_type,monthly_income_pln,dependents,dwelling_type,residence_area,distance_to_city_km,road_quality_1to5,wealth_estimate_pln,credit_score_300_850,marital_status,preferred_contact,risk_profile,owns_garage,has_children,has_history,monthly_km,previous_vehicle_segment,previous_vehicle_model,previous_trim,previous_financing,previous_insurance,previous_purchase_price,previous_monthly_rate,previous_vehicle_age_at_purchase,current_budget_monthly_max,dti_limit,updated_at
136,F,36,primary,employee,34477,0,house,rural,25,4,1997960,797,partnership,phone,low,1,0,False,,,,,,,,,,11127.0,0.3,2025-08-17 05:56:25.242966
137,F,53,master,employee,40000,2,house,urban,0,5,2315397,734,single,chat,medium,1,1,True,703.0,compact,B3 Active,tech,lease_48,OC_AC,85590.0,50.72,1.0,9437.0,0.33,2025-09-25 05:56:25.242966
138,F,21,secondary,retired,20086,1,apartment,rural,13,4,1397509,460,divorced,email,medium,1,1,True,1575.0,crossover,F1 Cross,comfort,lease_48,OC_AC,111065.0,77.74,3.0,4998.0,0.43,2025-09-24 05:56:25.242966
139,F,39,master,employee,40000,2,apartment,urban,0,5,1247726,553,divorced,chat,medium,0,1,False,,,,,,,,,,11720.0,0.34,2025-10-05 05:56:25.242966
140,M,44,bachelor,employee,27093,1,apartment,urban,0,5,2199834,558,divorced,phone,low,0,1,True,368.0,crossover,F2 Flex,base,cash,OC_only,110832.0,0.0,4.0,8190.0,0.37,2025-09-17 05:56:25.242966
141,F,74,phd,employee,40000,3,house,urban,0,5,2322298,739,divorced,chat,low,1,1,True,609.0,city,A1 CityGo,comfort,lease_48,OC_only,47870.0,29.57,1.0,10207.0,0.36,2025-08-03 05:56:25.242966
142,F,31,secondary,employee,40000,3,house,urban,0,5,1843050,703,married,phone,high,1,1,False,,,,,,,,,,8498.0,0.32,2025-10-27 05:56:25.242966
143,M,35,phd,employee,40000,2,house,rural,51,3,2051406,635,married,email,medium,1,1,True,1240.0,city,A1 CityGo,base,lease_48,OC_only,48219.0,33.01,1.0,9315.0,0.38,2025-09-08 05:56:25.242966
144,F,42,phd,employee,40000,0,apartment,rural,35,3,1508724,770,married,chat,low,0,0,True,1250.0,suv,E3 Adventure,comfort,lease_48,OC_AC,158506.0,107.33,0.0,11425.0,0.3,2025-10-16 05:56:25.242966
145,M,74,vocational,employee,39927,2,apartment,urban,0,4,4091011,847,married,phone,medium,1,1,True,1192.0,wagon,D3 Long,comfort,cash,OC_AC,150131.0,0.0,4.0,10525.0,0.28,2025-10-20 05:56:25.242966
146,F,66,secondary,employee,30651,3,house,urban,0,5,2861625,577,partnership,phone,medium,0,1,True,706.0,crossover,F2 Flex,base,lease_48,OC_only,150409.0,100.82,3.0,7982.0,0.37,2025-10-26 05:56:25.242966
147,M,21,bachelor,retired,31178,1,apartment,rural,47,3,2138110,436,single,phone,medium,1,1,True,1355.0,sedan,C2 Executive,comfort,cash,OC_AC,128779.0,0.0,1.0,8083.0,0.45,2025-10-07 05:56:25.242966
148,M,32,master,employee,40000,1,house,urban,0,4,3086187,676,married,email,medium,1,1,True,733.0,city,A2 Micro,comfort,loan_60,OC_AC_GAP,67442.0,37.33,1.0,8859.0,0.33,2025-08-27 05:56:25.242966
149,F,65,master,employee,40000,2,apartment,urban,0,5,2989338,850,divorced,phone,medium,1,1,True,1044.0,suv,E2 Trail,base,loan_60,OC_AC,163621.0,96.52,0.0,10224.0,0.27,2025-08-26 05:56:25.242966
150,M,23,phd,retired,40000,1,apartment,rural,43,3,1679940,501,single,chat,medium,0,1,False,,,,,,,,,,8893.0,0.37,2025-08-21 05:56:25.242966
151,M,67,secondary,retired,40000,2,apartment,urban,0,5,3575883,695,single,phone,low,1,1,False,,,,,,,,,,11619.0,0.36,2025-10-18 05:56:25.242966
152,M,35,bachelor,company_owner,40000,1,house,rural,27,5,849989,667,single,phone,low,1,1,True,1334.0,sedan,C3 Classic,comfort,lease_48,OC_AC_GAP,96432.0,65.31,2.0,12588.0,0.32,2025-10-22 05:56:25.242966
153,M,70,secondary,employee,33488,1,apartment,rural,45,3,3011100,642,married,phone,medium,0,1,True,1481.0,suv,E3 Adventure,tech,cash,OC_AC,193072.0,0.0,4.0,7705.0,0.38,2025-08-04 05:56:25.242966
154,F,36,phd,employee,40000,3,house,urban,0,5,1993486,675,divorced,chat,medium,1,1,False,,,,,,,,,,11734.0,0.35,2025-08-10 05:56:25.242966
155,F,43,vocational,employee,33788,2,apartment,rural,10,5,2159598,698,single,phone,low,0,1,False,,,,,,,,,,10577.0,0.34,2025-08-29 05:56:25.242966
156,M,56,bachelor,employee,37359,2,house,urban,0,5,1849889,628,married,phone,medium,1,1,False,,,,,,,,,,8869.0,0.37,2025-08-17 05:56:25.242966
157,F,26,primary,employee,23065,3,apartment,urban,0,5,890484,618,married,phone,low,0,1,True,1047.0,crossover,F1 Cross,comfort,lease_48,OC_AC,122674.0,73.22,0.0,6675.0,0.35,2025-08-20 05:56:25.242966
158,M,50,phd,sole_trader,40000,1,house,urban,0,5,978335,679,married,chat,low,0,1,True,802.0,compact,B1 Compact,comfort,lease_36,OC_only,95463.0,76.8,2.0,10388.0,0.35,2025-09-10 05:56:25.242966
159,F,47,secondary,employee,35443,0,house,urban,0,5,1757673,651,married,email,medium,1,0,True,737.0,suv,E3 Adventure,tech,lease_48,OC_only,198008.0,130.66,3.0,7860.0,0.33,2025-09-19 05:56:25.242966
160,M,63,secondary,sole_trader,40000,4,house,urban,0,5,2180561,594,widowed,phone,high,1,1,False,,,,,,,,,,10131.0,0.4,2025-08-04 05:56:25.242966
161,M,74,bachelor,employee,40000,0,house,urban,0,5,1763673,470,married,phone,low,1,0,True,929.0,crossover,F2 Flex,comfort,cash,OC_AC,159047.0,0.0,3.0,12701.0,0.38,2025-09-01 05:56:25.242966
162,M,56,secondary,employee,38779,2,house,urban,0,5,1576210,695,single,phone,low,0,1,False,,,,,,,,,,12718.0,0.35,2025-08-13 05:56:25.242966
163,F,42,phd,student,28518,1,apartment,urban,0,5,1648363,747,married,phone,low,0,1,False,,,,,,,,,,8904.0,0.31,2025-10-13 05:56:25.242966
164,M,42,bachelor,retired,31231,1,house,urban,0,5,1281083,615,married,email,low,0,1,False,,,,,,,,,,10640.0,0.35,2025-10-11 05:56:25.242966
165,M,42,bachelor,employee,38952,0,house,rural,13,4,2855410,764,married,phone,low,1,0,True,1230.0,suv,E2 Trail,premium,lease_36,OC_AC,214444.0,200.8,2.0,13228.0,0.32,2025-09-05 05:56:25.242966
166,F,64,primary,sole_trader,28410,4,house,urban,0,5,934949,540,single,phone,low,1,1,True,1201.0,suv,E3 Adventure,base,cash,OC_only,182928.0,0.0,3.0,7268.0,0.44,2025-08-07 05:56:25.242966
167,F,37,primary,employee,40000,2,house,urban,0,4,2204567,619,single,email,low,0,1,False,,,,,,,,,,10758.0,0.36,2025-09-06 05:56:25.242966
168,M,29,secondary,employee,30587,1,apartment,urban,0,4,852639,673,widowed,phone,medium,0,1,False,,,,,,,,,,7698.0,0.33,2025-09-22 05:56:25.242966
169,F,38,phd,student,40000,3,apartment,urban,0,4,2102240,850,single,phone,medium,0,1,True,1244.0,sedan,C2 Executive,tech,lease_48,OC_only,128517.0,84.02,4.0,9891.0,0.29,2025-10-29 05:56:25.242966
170,F,21,phd,employee,40000,0,house,urban,0,5,1860346,850,married,phone,medium,1,0,False,,,,,,,,,,10482.0,0.27,2025-10-18 05:56:25.242966
171,M,25,bachelor,employee,36057,2,apartment,rural,9,4,1917219,673,married,phone,low,0,1,False,,,,,,,,,,9975.0,0.35,2025-10-11 05:56:25.242966
172,F,24,bachelor,employee,34095,2,apartment,urban,0,5,1400655,650,single,email,low,1,1,False,,,,,,,,,,11243.0,0.39,2025-10-13 05:56:25.242966
173,M,62,secondary,employee,40000,2,apartment,urban,0,5,2460999,695,single,phone,low,0,1,False,,,,,,,,,,10030.0,0.35,2025-08-29 05:56:25.242966
174,F,59,vocational,employee,40000,0,house,rural,17,4,1470858,590,married,phone,high,1,0,False,,,,,,,,,,9733.0,0.39,2025-08-31 05:56:25.242966
175,M,58,primary,employee,15262,4,house,rural,19,4,862925,300,married,phone,low,0,1,True,1318.0,crossover,F2 Flex,base,lease_36,OC_AC_GAP,92515.0,77.88,3.0,4416.0,0.43,2025-09-27 05:56:25.242966
176,F,45,secondary,public_sector,18974,1,apartment,rural,15,4,864464,431,married,email,medium,0,1,False,,,,,,,,,,4182.0,0.41,2025-08-04 05:56:25.242966
177,M,59,vocational,sole_trader,32243,3,apartment,urban,0,5,2304140,590,married,phone,low,0,1,False,,,,,,,,,,10792.0,0.37,2025-09-26 05:56:25.242966
178,M,28,vocational,employee,28983,3,apartment,urban,0,5,1246753,529,single,phone,medium,1,1,True,861.0,wagon,D2 Estate,comfort,loan_60,OC_AC,111586.0,61.7,4.0,7412.0,0.37,2025-09-21 05:56:25.242966
179,F,69,vocational,employee,40000,1,apartment,urban,0,5,3404785,542,single,phone,low,1,1,False,,,,,,,,,,12899.0,0.39,2025-09-14 05:56:25.242966
180,M,47,primary,sole_trader,36779,0,house,rural,38,3,1829234,702,single,phone,low,0,0,True,1248.0,suv,E1 SUV,base,lease_36,OC_AC_GAP,131126.0,113.99,2.0,12426.0,0.35,2025-09-10 05:56:25.242966
181,F,71,bachelor,employee,40000,1,apartment,urban,0,5,1764224,666,married,phone,medium,1,1,False,,,,,,,,,,8910.0,0.36,2025-10-14 05:56:25.242966
182,F,28,phd,employee,40000,4,apartment,urban,0,4,1359729,477,married,phone,low,1,1,True,1244.0,wagon,D3 Long,tech,lease_48,OC_AC_GAP,142041.0,84.18,1.0,11049.0,0.4,2025-10-04 05:56:25.242966
183,F,47,master,student,40000,4,house,urban,0,5,991981,632,widowed,email,medium,0,1,False,,,,,,,,,,9180.0,0.38,2025-08-31 05:56:25.242966
184,M,58,secondary,employee,40000,4,apartment,rural,18,4,2480036,584,single,phone,low,0,1,True,1138.0,suv,E3 Adventure,base,lease_36,OC_AC,185371.0,175.89,0.0,10392.0,0.37,2025-08-16 05:56:25.242966
185,F,47,secondary,employee,40000,1,house,rural,16,4,3050241,588,married,email,high,1,1,True,860.0,crossover,F3 Edge,tech,cash,OC_AC,96496.0,0.0,3.0,10226.0,0.36,2025-09-23 05:56:25.242966
186,M,44,vocational,employee,37492,3,apartment,urban,0,5,2645304,694,married,phone,medium,0,1,True,1055.0,city,A2 Micro,base,cash,OC_AC,45394.0,0.0,4.0,10664.0,0.37,2025-10-21 05:56:25.242966
187,M,29,primary,employee,21298,0,apartment,urban,0,4,927921,331,married,phone,low,0,0,True,704.0,sedan,C1 Sedan,comfort,cash,OC_only,132815.0,0.0,4.0,6101.0,0.42,2025-08-16 05:56:25.242966
188,F,40,bachelor,employee,40000,3,apartment,rural,25,4,1313045,409,married,phone,medium,0,1,False,,,,,,,,,,10999.0,0.39,2025-09-09 05:56:25.242966
189,F,33,bachelor,retired,40000,2,apartment,urban,0,4,2800554,678,single,phone,medium,0,1,False,,,,,,,,,,11742.0,0.33,2025-09-22 05:56:25.242966
190,F,36,primary,employee,27976,3,house,rural,11,3,654830,506,married,email,medium,1,1,True,915.0,city,A2 Micro,base,cash,OC_AC_GAP,68323.0,0.0,2.0,6649.0,0.4,2025-09-09 05:56:25.242966
191,M,57,secondary,sole_trader,40000,3,house,rural,37,3,2065808,741,single,email,low,1,1,True,974.0,sedan,C1 Sedan,base,lease_36,OC_AC,149719.0,132.84,3.0,10057.0,0.36,2025-08-18 05:56:25.242966
192,F,54,vocational,company_owner,15842,4,house,urban,0,5,1300730,389,divorced,email,low,1,1,False,,,,,,,,,,5266.0,0.41,2025-10-31 05:56:25.242966
193,F,53,vocational,employee,22545,2,house,urban,0,4,1121973,478,single,phone,medium,1,1,True,1100.0,wagon,D3 Long,comfort,loan_60,OC_AC,127558.0,82.66,1.0,6263.0,0.44,2025-09-29 05:56:25.242966
194,M,39,master,employee,32118,1,house,urban,0,5,891253,614,married,email,low,1,1,True,695.0,suv,E2 Trail,comfort,lease_36,OC_only,119518.0,96.74,4.0,8544.0,0.36,2025-08-08 05:56:25.242966
195,F,72,bachelor,employee,40000,2,house,urban,0,5,1869762,579,married,phone,medium,1,1,True,652.0,sedan,C1 Sedan,comfort,loan_60,OC_only,108314.0,56.19,4.0,10367.0,0.37,2025-10-04 05:56:25.242966
196,M,24,bachelor,company_owner,32173,0,house,urban,0,5,1621570,785,married,phone,low,1,0,True,906.0,crossover,F2 Flex,base,lease_48,OC_AC,100319.0,63.73,4.0,8559.0,0.3,2025-08-05 05:56:25.242966
197,M,38,master,employee,28422,0,house,rural,10,4,841505,577,single,phone,medium,0,0,True,1419.0,city,A3 Urban,base,lease_36,OC_only,79844.0,76.04,0.0,7623.0,0.41,2025-10-06 05:56:25.242966
198,F,26,phd,student,35488,2,house,urban,0,5,1928942,604,married,phone,low,0,1,False,,,,,,,,,,11170.0,0.36,2025-09-19 05:56:25.242966
199,F,38,master,retired,35639,4,apartment,urban,0,5,1677215,828,married,email,medium,0,1,True,632.0,wagon,D1 Tourer,comfort,lease_48,OC_AC,151996.0,85.47,2.0,8629.0,0.28,2025-10-25 05:56:25.242966
200,M,72,bachelor,student,40000,2,house,urban,0,5,2083295,648,married,chat,low,0,1,False,,,,,,,,,,13123.0,0.4,2025-08-27 05:56:25.242966
201,M,40,phd,unemployed,40000,3,apartment,urban,0,4,1424162,712,married,phone,low,1,1,False,,,,,,,,,,11894.0,0.35,2025-10-10 05:56:25.242966
202,M,69,secondary,student,40000,0,apartment,urban,0,5,3539390,811,single,phone,low,0,0,True,1393.0,compact,B2 Hatch,base,loan_60,OC_only,106452.0,63.69,3.0,12825.0,0.33,2025-08-16 05:56:25.242966
203,F,47,phd,retired,40000,2,apartment,rural,54,3,1912619,761,single,email,medium,0,1,True,853.0,compact,B3 Active,comfort,lease_36,OC_AC,87315.0,79.9,2.0,10847.0,0.36,2025-10-20 05:56:25.242966
204,M,58,master,retired,38793,3,house,rural,35,3,2952097,744,married,chat,low,1,1,False,,,,,,,,,,11447.0,0.34,2025-10-21 05:56:25.242966
205,M,45,bachelor,student,22546,1,house,urban,0,5,1125111,470,married,email,medium,1,1,True,995.0,compact,B3 Active,comfort,lease_36,OC_AC,74006.0,63.98,0.0,5488.0,0.42,2025-09-19 05:56:25.242966
206,F,34,phd,retired,40000,0,apartment,urban,0,5,1003473,716,married,phone,low,0,0,False,,,,,,,,,,10817.0,0.34,2025-10-24 05:56:25.242966
207,M,62,bachelor,public_sector,36024,0,apartment,rural,13,3,2035005,641,married,phone,medium,0,0,False,,,,,,,,,,10075.0,0.37,2025-10-02 05:56:25.242966
208,F,73,master,employee,40000,4,house,rural,6,4,2640806,655,married,email,medium,0,1,True,1274.0,city,A3 Urban,comfort,lease_36,OC_AC,46213.0,38.3,3.0,10854.0,0.35,2025-08-30 05:56:25.242966
209,M,34,vocational,sole_trader,17593,3,house,urban,0,5,821230,524,married,phone,low,0,1,True,1287.0,suv,E2 Trail,base,cash,OC_AC,157800.0,0.0,2.0,4893.0,0.39,2025-09-16 05:56:25.242966
210,F,62,phd,employee,40000,1,apartment,rural,37,3,3356759,806,married,chat,low,0,1,True,878.0,crossover,F2 Flex,comfort,lease_36,OC_only,132839.0,123.34,4.0,13868.0,0.31,2025-09-11 05:56:25.242966
211,M,34,bachelor,retired,40000,1,house,rural,32,3,2936276,699,married,chat,low,1,1,False,,,,,,,,,,13241.0,0.33,2025-10-23 05:56:25.242966
212,M,59,master,employee,40000,0,apartment,urban,0,5,3203520,810,single,chat,medium,1,0,True,756.0,city,A2 Micro,base,loan_60,OC_only,62227.0,35.5,2.0,9206.0,0.32,2025-08-31 05:56:25.242966
213,M,63,secondary,retired,40000,4,house,urban,0,5,2693379,509,divorced,phone,high,0,1,False,,,,,,,,,,7720.0,0.4,2025-10-23 05:56:25.242966
214,F,44,phd,student,38164,0,house,urban,0,4,2136655,648,partnership,email,low,1,0,True,1298.0,crossover,F2 Flex,premium,loan_60,OC_AC,136997.0,84.96,4.0,11617.0,0.37,2025-09-10 05:56:25.242966
215,F,60,primary,public_sector,40000,3,apartment,urban,0,5,2816494,794,married,email,medium,0,1,False,,,,,,,,,,9128.0,0.33,2025-08-21 05:56:25.242966
216,M,34,primary,employee,20692,1,house,rural,33,3,758334,581,widowed,phone,medium,1,1,True,1035.0,compact,B1 Compact,base,lease_48,OC_AC_GAP,90737.0,57.24,0.0,6149.0,0.41,2025-08-27 05:56:25.242966
217,M,24,bachelor,company_owner,40000,1,apartment,urban,0,5,2473589,558,partnership,phone,medium,0,1,False,,,,,,,,,,10842.0,0.4,2025-09-30 05:56:25.242966
218,F,25,master,student,40000,1,house,rural,35,3,2594596,653,married,phone,low,1,1,False,,,,,,,,,,10265.0,0.35,2025-10-18 05:56:25.242966
219,M,44,master,public_sector,31577,4,house,rural,10,4,1213669,817,married,phone,high,1,1,False,,,,,,,,,,6804.0,0.32,2025-08-18 05:56:25.242966
220,M,69,secondary,retired,40000,0,apartment,urban,0,4,3782624,680,married,chat,low,0,0,True,849.0,crossover,F1 Cross,base,cash,OC_AC,118801.0,0.0,0.0,10888.0,0.37,2025-10-12 05:56:25.242966
221,F,27,bachelor,sole_trader,40000,1,house,urban,0,5,2624187,850,single,email,medium,1,1,True,1115.0,crossover,F3 Edge,comfort,cash,OC_only,95133.0,0.0,0.0,10369.0,0.28,2025-09-17 05:56:25.242966
222,M,45,bachelor,sole_trader,40000,1,house,urban,0,4,1955176,678,single,phone,low,0,1,True,551.0,compact,B2 Hatch,comfort,lease_36,OC_AC,80685.0,72.67,1.0,10988.0,0.39,2025-10-10 05:56:25.242966
223,M,58,phd,employee,40000,1,apartment,rural,18,3,3528227,725,married,phone,medium,0,1,False,,,,,,,,,,11462.0,0.32,2025-10-29 05:56:25.242966
224,M,31,bachelor,public_sector,40000,0,apartment,urban,0,5,1043676,672,divorced,phone,high,0,0,False,,,,,,,,,,9508.0,0.37,2025-09-24 05:56:25.242966
225,M,59,secondary,employee,40000,4,apartment,urban,0,5,1033375,786,single,phone,high,1,1,True,886.0,city,A2 Micro,comfort,lease_36,OC_AC,79713.0,75.51,3.0,10101.0,0.32,2025-09-12 05:56:25.242966
226,F,36,phd,company_owner,40000,1,house,urban,0,4,1634880,840,divorced,phone,low,1,1,False,,,,,,,,,,10792.0,0.3,2025-08-24 05:56:25.242966
227,F,64,primary,student,40000,2,house,urban,0,5,2660356,512,married,email,medium,0,1,True,727.0,crossover,F2 Flex,tech,lease_36,OC_AC,129046.0,113.69,2.0,10033.0,0.37,2025-08-27 05:56:25.242966
228,F,51,phd,employee,40000,1,apartment,urban,0,5,1848895,674,married,email,low,0,1,False,,,,,,,,,,13222.0,0.37,2025-08-18 05:56:25.242966
229,M,50,primary,employee,40000,4,house,urban,0,5,3418075,736,single,email,medium,1,1,True,1270.0,wagon,D2 Estate,tech,cash,OC_AC_GAP,97460.0,0.0,0.0,9996.0,0.31,2025-08-19 05:56:25.242966
230,F,29,vocational,employee,18975,1,house,urban,0,4,630434,475,married,chat,low,1,1,True,652.0,sedan,C3 Classic,base,lease_36,OC_only,146698.0,120.42,0.0,5463.0,0.37,2025-09-25 05:56:25.242966
231,M,45,master,retired,37317,1,apartment,urban,0,4,1479181,570,single,phone,medium,0,1,False,,,,,,,,,,11153.0,0.4,2025-10-01 05:56:25.242966
232,F,67,master,employee,40000,1,house,urban,0,5,2923846,788,single,email,low,0,1,False,,,,,,,,,,13083.0,0.35,2025-09-07 05:56:25.242966
233,M,21,phd,employee,32581,1,house,urban,0,4,576777,750,single,phone,low,1,1,True,1322.0,city,A2 Micro,premium,cash,OC_AC_GAP,66042.0,0.0,4.0,10950.0,0.31,2025-09-18 05:56:25.242966
234,F,61,master,company_owner,37437,0,house,rural,11,4,2879450,602,single,phone,low,1,0,False,,,,,,,,,,10883.0,0.39,2025-10-05 05:56:25.242966
235,M,47,bachelor,employee,37791,3,house,rural,41,3,1759458,681,single,phone,low,1,1,True,1164.0,wagon,D2 Estate,tech,lease_48,OC_AC,122464.0,80.81,0.0,11662.0,0.36,2025-10-29 05:56:25.242966
236,M,59,secondary,retired,40000,0,apartment,urban,0,5,3749692,485,married,phone,low,1,0,True,1223.0,crossover,F2 Flex,comfort,cash,OC_AC,97208.0,0.0,1.0,11802.0,0.4,2025-09-19 05:56:25.242966
237,M,56,primary,employee,32599,1,apartment,urban,0,5,2338410,508,married,phone,medium,0,1,False,,,,,,,,,,8346.0,0.42,2025-09-19 05:56:25.242966
238,M,43,primary,employee,23892,1,house,urban,0,5,584932,538,single,phone,medium,0,1,True,1006.0,crossover,F1 Cross,comfort,lease_48,OC_only,149034.0,102.24,2.0,5500.0,0.38,2025-08-08 05:56:25.242966
239,M,36,vocational,employee,24845,1,house,rural,28,4,634980,594,divorced,phone,medium,0,1,False,,,,,,,,,,7140.0,0.38,2025-08-19 05:56:25.242966
240,F,54,primary,employee,25878,3,apartment,urban,0,5,752625,394,married,chat,medium,0,1,True,1014.0,city,A1 CityGo,comfort,cash,OC_AC,68147.0,0.0,4.0,6502.0,0.4,2025-10-07 05:56:25.242966
241,F,27,bachelor,employee,26776,2,house,urban,0,5,1911017,503,widowed,phone,low,0,1,False,,,,,,,,,,8252.0,0.37,2025-10-22 05:56:25.242966
242,M,52,master,student,40000,4,apartment,urban,0,5,2767287,525,married,phone,low,0,1,True,744.0,mpv,G1 Family,comfort,lease_36,OC_AC,102915.0,100.54,1.0,13428.0,0.41,2025-08-22 05:56:25.242966
243,F,25,phd,employee,40000,1,apartment,rural,17,4,1658848,728,single,chat,low,1,1,False,,,,,,,,,,13094.0,0.34,2025-09-18 05:56:25.242966
244,F,55,secondary,employee,40000,4,apartment,urban,0,5,1484009,398,widowed,phone,low,0,1,False,,,,,,,,,,10793.0,0.42,2025-10-28 05:56:25.242966
245,F,54,phd,employee,40000,0,house,rural,9,4,3331246,583,divorced,phone,medium,1,0,False,,,,,,,,,,10779.0,0.41,2025-08-25 05:56:25.242966
246,F,24,phd,employee,40000,2,apartment,urban,0,5,1155361,392,married,chat,medium,0,1,False,,,,,,,,,,10386.0,0.46,2025-09-30 05:56:25.242966
247,F,61,phd,public_sector,40000,3,house,rural,16,3,3016036,682,married,phone,medium,1,1,True,874.0,city,A1 CityGo,tech,lease_48,OC_only,66758.0,44.45,1.0,9632.0,0.35,2025-10-16 05:56:25.242966
248,F,42,secondary,employee,14681,2,apartment,rural,17,3,1014302,369,married,phone,medium,0,1,False,,,,,,,,,,3278.0,0.4,2025-09-02 05:56:25.242966
249,F,63,vocational,unemployed,24883,4,apartment,rural,33,3,1148530,476,married,phone,low,0,1,False,,,,,,,,,,7788.0,0.4,2025-08-22 05:56:25.242966
250,F,22,phd,employee,25347,1,apartment,urban,0,5,1126095,660,married,phone,medium,0,1,False,,,,,,,,,,7158.0,0.34,2025-08-23 05:56:25.242966
251,M,29,vocational,employee,13270,0,apartment,urban,0,4,417106,503,married,email,low,0,0,False,,,,,,,,,,4567.0,0.4,2025-10-07 05:56:25.242966
252,M,47,secondary,employee,25639,3,apartment,urban,0,5,1196142,406,single,phone,medium,0,1,False,,,,,,,,,,6369.0,0.4,2025-09-08 05:56:25.242966
253,M,30,primary,employee,40000,0,house,urban,0,5,2960506,759,single,email,low,1,0,False,,,,,,,,,,11597.0,0.3,2025-09-20 05:56:25.242966
254,F,38,master,student,40000,3,house,urban,0,5,2504590,508,single,email,low,1,1,True,955.0,suv,E1 SUV,base,lease_36,OC_AC,204476.0,184.83,0.0,10652.0,0.35,2025-08-14 05:56:25.242966
255,M,56,bachelor,employee,40000,3,apartment,urban,0,5,3303853,580,single,chat,low,0,1,True,646.0,city,A1 CityGo,base,lease_48,OC_only,53225.0,36.1,3.0,13938.0,0.38,2025-10-14 05:56:25.242966
256,F,27,primary,employee,29261,4,apartment,urban,0,5,1419254,551,married,phone,low,0,1,True,490.0,suv,E3 Adventure,comfort,lease_36,OC_only,196473.0,167.49,4.0,9801.0,0.34,2025-08-19 05:56:25.242966
257,F,57,vocational,sole_trader,40000,2,house,urban,0,5,1614092,837,divorced,phone,low,0,1,False,,,,,,,,,,13830.0,0.3,2025-09-30 05:56:25.242966
258,F,25,bachelor,sole_trader,25965,4,apartment,urban,0,4,1480488,500,single,chat,low,0,1,True,480.0,suv,E2 Trail,tech,cash,OC_only,144762.0,0.0,4.0,7777.0,0.41,2025-09-06 05:56:25.242966
259,M,29,bachelor,public_sector,40000,0,apartment,urban,0,5,1884617,584,single,email,medium,0,0,True,919.0,crossover,F3 Edge,comfort,cash,OC_AC,135439.0,0.0,1.0,9471.0,0.36,2025-09-16 05:56:25.242966
260,F,52,master,public_sector,40000,2,house,urban,0,5,1387696,744,single,phone,high,0,1,True,996.0,suv,E2 Trail,tech,lease_36,OC_AC,189348.0,146.84,1.0,9034.0,0.31,2025-09-30 05:56:25.242966
261,F,63,vocational,company_owner,32939,0,house,rural,28,4,1805505,409,married,phone,low,1,0,False,,,,,,,,,,9460.0,0.42,2025-10-11 05:56:25.242966
262,M,29,phd,retired,40000,3,house,urban,0,5,2188072,522,married,email,low,0,1,False,,,,,,,,,,11391.0,0.37,2025-09-29 05:56:25.242966
263,F,36,secondary,student,40000,3,house,rural,42,2,2564796,582,married,phone,medium,1,1,False,,,,,,,,,,9064.0,0.38,2025-09-07 05:56:25.242966
264,M,70,master,employee,40000,4,house,rural,22,3,1775787,679,widowed,phone,low,1,1,False,,,,,,,,,,10293.0,0.33,2025-09-06 05:56:25.242966
265,F,74,vocational,company_owner,29641,3,house,urban,0,5,2831816,551,partnership,chat,medium,1,1,True,1093.0,sedan,C3 Classic,base,lease_36,OC_AC_GAP,147976.0,120.86,1.0,7419.0,0.38,2025-09-05 05:56:25.242966
266,M,51,primary,employee,21362,1,house,urban,0,5,1027933,471,divorced,phone,low,1,1,False,,,,,,,,,,7319.0,0.4,2025-09-02 05:56:25.242966
267,M,44,primary,student,31224,0,house,urban,0,5,1207934,572,divorced,phone,low,1,0,False,,,,,,,,,,10064.0,0.38,2025-10-27 05:56:25.242966
268,M,39,secondary,public_sector,40000,4,apartment,rural,11,4,1299995,620,married,email,low,0,1,False,,,,,,,,,,13042.0,0.4,2025-09-26 05:56:25.242966
269,M,53,phd,employee,40000,2,house,urban,0,5,3116763,735,married,chat,low,1,1,False,,,,,,,,,,10937.0,0.34,2025-10-03 05:56:25.242966
270,M,52,primary,retired,32928,0,apartment,urban,0,5,1539379,657,married,phone,medium,1,0,False,,,,,,,,,,9179.0,0.36,2025-09-26 05:56:25.242966
271,F,36,secondary,public_sector,40000,4,apartment,urban,0,5,1960158,658,divorced,email,medium,0,1,False,,,,,,,,,,10100.0,0.34,2025-09-27 05:56:25.242966
272,M,21,primary,employee,29293,4,apartment,urban,0,5,855298,602,single,phone,low,0,1,True,766.0,crossover,F3 Edge,comfort,cash,OC_AC,92522.0,0.0,3.0,7497.0,0.37,2025-10-16 05:56:25.242966
273,M,28,phd,employee,40000,2,apartment,rural,32,3,2283511,729,single,phone,high,0,1,False,,,,,,,,,,8463.0,0.33,2025-08-06 05:56:25.242966
274,F,72,master,public_sector,40000,3,apartment,urban,0,4,3476824,582,single,chat,low,1,1,True,980.0,mpv,G3 Space,base,loan_60,OC_AC,107874.0,63.36,0.0,10525.0,0.37,2025-10-31 05:56:25.242966
275,F,42,master,public_sector,35314,0,house,urban,0,5,1496741,636,married,phone,low,1,0,True,622.0,sedan,C1 Sedan,comfort,loan_60,OC_only,91093.0,54.63,0.0,11843.0,0.37,2025-09-08 05:56:25.242966
276,F,46,master,employee,40000,0,apartment,urban,0,5,3323873,836,married,phone,medium,0,0,True,829.0,sedan,C1 Sedan,tech,cash,OC_AC,95850.0,0.0,1.0,11489.0,0.29,2025-09-20 05:56:25.242966
